number,Inventors,cities,countries,date,year
"7,341,677", Roux-Jallet; Valerie ,Biviers, FR,       July 1,2005
"7,341,677", Smith; Francis George ,Robbinsville, NJ,       July 1,2005
"4,087,612", Cross; Barrington ,Rocky Hill, NJ,       December 16,1976
"4,087,612", Grasso; Charles Paul ,Pennington," NJ ,CA",       December 16,1976
"4,021,227", Cross; Barrington ,Rocky Hill, NJ,       October 20,1975
"4,021,227", Grasso; Charles Paul ,Pennington," NJ ,CA",       October 20,1975
"5,622,913", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,622,913", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,622,913", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,599,773", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,599,773", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,599,773", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,599,772", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,599,772", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,599,772", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,571,773", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,571,773", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,571,773", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,565,412", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,565,412", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,565,412", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,565,411", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,565,411", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,565,411", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,563,113", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,563,113", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,563,113", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,554,579", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,554,579", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,554,579", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,536,839", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,536,839", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,536,839", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,536,702", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,536,702", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,536,702", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,534,484", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,534,484", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,534,484", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,534,483", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,534,483", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,534,483", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,532,207", Cross; Barrington ,Rocky Hill, NJ,       June 2,1995
"5,532,207", Los; Marinus ,Pennington, NJ,       June 2,1995
"5,532,207", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       June 2,1995
"5,510,319", Cross; Barrington ,Rocky Hill, NJ,       September 20,1993
"5,510,319", Los; Marinus ,Pennington, NJ,       September 20,1993
"5,510,319", Johnson; Jerry L.,Lawrenceville," NJ ,CA",       September 20,1993
"5,112,832", Crossley; Roger ,Reading, GB,       August 8,1990
"5,112,832", Opalko; Albert ,Maidenhead, GB,       August 8,1990
"5,112,832", Shepherd; Robin G.,Windsor," GB ,CA",       August 8,1990
"4,543,377", Crossman; James A.,Sarnia," CA ,CA",       June 4,1984
"10,022,908", Cui; Weihong ,La Crescenta, CA,24-May,2017
"10,022,908", Haldeman; Steven V.,Hampden, MA,24-May,2017
"10,022,908", Koran; Francois Andre ,Longmeadow, MA,24-May,2017
"10,022,908", Zhang; Pu ,Windsor," CT ,CA",24-May,2017
"9,688,018", Cui; Weihong ,Longmeadow, MA,20-Oct,2015
"9,688,018", Haldeman; Steven V.,Hampden, MA,20-Oct,2015
"9,688,018", Koran; Francois Andre ,Longmeadow, MA,20-Oct,2015
"9,688,018", Zhang; Pu ,Windsor," CT ,CA",20-Oct,2015
"9,382,355", Cui; Weihong ,Longmeadow, MA,08-Dec,2014
"9,382,355", Haldeman; Steven V.,Hampden, MA,08-Dec,2014
"9,382,355", Koran; Francois Andre ,Longmeadow, MA,08-Dec,2014
"9,382,355", Zhang; Pu ,Windsor," CT ,CA",08-Dec,2014
"5,712,281", Cullen; Thomas G.,Milltown, NJ,       May 23,1995
"5,712,281", Bennett; Brian D.,Morrisville," PA ,CA",       May 23,1995
"5,536,725", Cullen; Thomas G.,Milltown, NJ,       October 6,1994
"5,536,725", Bennett; Brian D.,Morrisville," PA ,CA",       October 6,1994
"10,111,823", Cure; Michael R.,Windsor, CO,05-May,2016
"10,111,823", Curtis; Peter ,Riverside," CA ,CA",05-May,2016
"4,086,338", Cushman; David W.,Princeton," NJ ,CA",       February 11,1977
"4,052,511", Cushman; David W.,Princeton," NJ ,CA",       February 13,1976
"7,022,841", Cvetovich; Raymond ,Scotch Plains, NJ,       September 20,2002
"7,022,841", Sidler; Daniel ,Whitehouse Station, NJ,       September 20,2002
"7,022,841", Crocker; Louis ,Belle Mead, NJ,       September 20,2002
"7,022,841", Tung; Hsien-Hsin ,Edison, NJ,       September 20,2002
"7,022,841", Johnson; Brian K.,Princeton, NJ,       September 20,2002
"7,022,841"," Kukura, II; Joseph ",Somerset, NJ,       September 20,2002
"7,022,841", Dolling; Ulf ,Westfield," NJ ,CA",       September 20,2002
"5,578,197", Cyr; Theodore ,Edmonton, CA,       April 11,1994
"5,578,197", Lewkowicz; Leszek ,Edmonton, CA,       April 11,1994
"5,578,197", Ozum; Baki ,Edmonton, CA,       April 11,1994
"5,578,197", Lott; Roger K.,Edmonton, CA,       April 11,1994
"5,578,197", Lee; Lap-Keung ,West Windsor,CA,       April 11,1994
"7,705,151", Cywin; Charles L.,Bethel, CT,       March 6,2009
"7,705,151", Jakes; Scott E.,Southbury, CT,       March 6,2009
"7,705,151", Heider; Joachim ,Warthausen, DE,       March 6,2009
"7,705,151", Bobko; Mark A.,Exton, PA,       March 6,2009
"7,705,151", Des Jarlais; Renee L. (St.,St. Davids, PA,       March 6,2009
"7,705,151", Player; Mark ,Phoenixville, PA,       March 6,2009
"7,705,151", Rinker; James ,Reading, PA,       March 6,2009
"7,705,151", Winters; Michael ,Lancaster, PA,       March 6,2009
"7,705,151", Zhao; Bao-ping ,West Windsor,CA,       March 6,2009
"7,678,911", Cywin; Charles L.,Bethel, CT,       January 15,2008
"7,678,911", Jakes; Scott E.,Southbury, CT,       January 15,2008
"7,678,911", Heider; Joachim ,Warthausen, DE,       January 15,2008
"7,678,911", Bobko; Mark A.,Exton, PA,       January 15,2008
"7,678,911", Des Jarlais; Renee L. (St.,St. Davids, PA,       January 15,2008
"7,678,911", Player; Mark ,Phoenixville, PA,       January 15,2008
"7,678,911", Rinker; James ,Reading, PA,       January 15,2008
"7,678,911", Winters; Michael ,Lancaster, PA,       January 15,2008
"7,678,911", Zhao; Bao-ping ,West Windsor,CA,       January 15,2008
"7,321,041", Cywin; Charles L.,Bethel, CT,       April 15,2003
"7,321,041", Jakes; Scott E.,Southbury, CT,       April 15,2003
"7,321,041", Heider; Joachim ,Warthausen, DE,       April 15,2003
"7,321,041", Bobko; Mark A.,Exton, PA,       April 15,2003
"7,321,041", Des Jarlais; Renee L. (St.,St. Davids, PA,       April 15,2003
"7,321,041", Player; Mark ,Phoenixville, PA,       April 15,2003
"7,321,041", Rinker; James ,Reading, PA,       April 15,2003
"7,321,041", Winters; Michael ,Lancaster, PA,       April 15,2003
"7,321,041", Zhao; Bao-ping ,West Windsor,CA,       April 15,2003
"8,029,693", Dada; Emmanuel A.,Bensalem, PA,       January 30,2009
"8,029,693"," Lapham, III; Donald S.",Lockport, NY,       January 30,2009
"8,029,693", Richards; Joseph C.,West Windsor,CA,       January 30,2009
"7,624,990", Dahanayake; Manilal S.,Princeton Junction, NJ,       November 16,2005
"7,624,990", Kesavan; Subramanian ,South River," NJ ,CA",       November 16,2005
"7,074,923", Dahanukar; Vilas A.,Edison, NJ,       May 30,2003
"7,074,923", Nguyen; Hoa N.,Dayton, NJ,       May 30,2003
"7,074,923", Orr; Cecilia A.,Clark, NJ,       May 30,2003
"7,074,923", Zhang; Fucheng ,Edison, NJ,       May 30,2003
"7,074,923", Zavialov; Ilia A.,East Windsor,CA,       May 30,2003
"4,626,511", Daher; James ,Avon, CT,       July 25,1986
"4,626,511", Ashmont; Robert S.,Farmington, CT,       July 25,1986
"4,626,511", Bibeau; Thomas C.,Windsor, CT,       July 25,1986
"4,626,511", Chiriboga; Carlos D.,East Grandy, CT,       July 25,1986
"4,626,511", Thiessen; Gerhard ,Farmington," CT ,CA",       July 25,1986
"5,407,974", Dallmeyer; Hermann ,Sarnia," CA ,CA",       March 11,1994
"4,350,568", Dalupan; Romulo V.,Windsor," N/A, CA ,CA",15-Apr,1981
"5,405,901", Daniell; Paul T.,Tornado, WV,       July 6,1994
"5,405,901", Tilston; Michael W.,Dunbar, WV,       July 6,1994
"5,405,901", Spriggs; Thomas E.,Cross Lanes, WV,       July 6,1994
"5,405,901", Wagner; Burkhard E.,Highland Park, NJ,       July 6,1994
"5,405,901", Ramamurthy; Arakalgud V.,East Windsor,CA,       July 6,1994
"9,932,234", Daniello; Robert ,Florence," MA ,CA",13-Jul,2015
"3,951,633", Danihel; William Thomas ,Bethel Park," PA ,CA",       December 23,1974
"6,932,848", Dardas; Zissis ,Worcester, MA,       March 28,2003
"6,932,848", Vanderspurt; Thomas Henry ,Glastonbury, CT,       March 28,2003
"6,932,848", Gupta; Nikunj ,New Britain, CT,       March 28,2003
"6,932,848", Ghosh; Shubhro ,Manchester, CT,       March 28,2003
"6,932,848", She; Ying ,Worcester," MA ,CA",       March 28,2003
"4,610,697", Darling; Scott L.,Tariffville, CT,       December 19,1984
"4,610,697", Tanca; Michael C.,Tariffville, CT,       December 19,1984
"4,610,697", Thibeault; Paul R.,Windsor," CT ,CA",       December 19,1984
"4,569,680", Darling; Scott L.,Tariffville, CT,       December 26,1984
"4,569,680", Thibeault; Paul R.,Windsor," CT ,CA",       December 26,1984
"5,175,241", Darrow; David S.,Olean," NY ,CA",       December 28,1989
"5,691,356", Das; Jagabandhu ,Mercerville, NJ,       September 4,1996
"5,691,356", Kimball; Spencer D. (E.,Lawrenceville," NJ ,CA",       September 4,1996
"4,560,601", Datta; Pabitra ,West Windsor,CA,       July 31,1984
"4,025,711", Davidson; Melvin John George ,Yarimca, TR,       March 8,1976
"4,025,711", Wunder; Richard Helmut ,Corunna," CA ,CA",       March 8,1976
"4,544,788", Daviduk; Nicholas ,Pennington, NJ,       December 28,1984
"4,544,788", Owen; Hartley ,Bell Mead, NJ,       December 28,1984
"4,544,788", Wright; Bernard S.,East Windsor,CA,       December 28,1984
"6,030,827", Davis; Graham ,Princeton, NJ,       January 23,1998
"6,030,827", Lin; Chao ,Monmouth Junction, NJ,       January 23,1998
"6,030,827", Lauks; Imants R.,Rockcliffe Park, CA,       January 23,1998
"6,030,827", Pierce; Raymond J.,Ottawa," CA ,CA",       January 23,1998
"9,056,970", Davis; Mark B.,Lake Jackson, TX,27-Jan,2010
"9,056,970", Elley-Bristow; Dale M.,Sarnia, CA,27-Jan,2010
"9,056,970"," Michie, Jr.; William J.",Missouri City, TX,27-Jan,2010
"9,056,970", Whited; Stephanie M.,Charleston, WV,27-Jan,2010
"9,056,970", Hermel-Davidock; Theresa J.,Randolph," NJ ,CA",27-Jan,2010
"5,442,020", Davis; Stephen C.,Bright's Grove," CA ,CA",       August 30,1994
"5,372,980", Davis; Stephen C.,Bright's Grove," CA ,CA",       June 3,1993
"5,045,603", Davis; Stephen C.,Bright's Grove, CA,19-Jul,1990
"5,045,603", Fulton; Janet B.,Sarnia, CA,19-Jul,1990
"5,045,603", Hoang; Peter P. M.,Clearwater," CA ,CA",19-Jul,1990
"4,959,420", Davis; Stephen C.,Bright's Grove, CA,       November 1,1989
"4,959,420", Fulton; Janet B.,Sarnia, CA,       November 1,1989
"4,959,420", Hoang; Peter P. M.,Clearwater," CA ,CA",       November 1,1989
"5,015,696", Davis; Stephen C.,Bright's Grove," Ontario, CA",30-Jul,1990
"5,015,696", Fulton; Janet B.,Sarnia," ON/A, CA",30-Jul,1990
"5,015,696", Hoang; Peter P. M.,Calgary," Alberta, CA ,CA",30-Jul,1990
"5,203,411", Dawe; Robert D.,Sarnia, CA,       March 11,1992
"5,203,411", Oswald; Thomas ,Fort Saskatchewan, CA,       March 11,1992
"5,203,411", Robson; Ian A.,Bright's Grove," CA ,CA",       March 11,1992
"4,229,224", Dawson; David G.,High Wycombe, GB2,       February 22,1979
"4,229,224", Osmond; Desmond W. J.,Windsor, GB2,       February 22,1979
"4,229,224", Skinner; Maurice W.,Maidenhead, GB2,       February 22,1979
"4,229,224", West; Edmund J.,High Wycombe," GB2 ,CA",       February 22,1979
"6,764,980", Dawson; Jeffrey ,Spring, TX,       February 22,2001
"6,764,980", Kesavan; Subramanian ,Spring," TX ,CA",       February 22,2001
"5,193,958", Day; Robert H.,Berkshire," GB2 ,CA",       October 25,1990
"8,691,513", De Forest; Nikol Lee ,Scotts Valley, CA,22-Jun,2012
"8,691,513", Tamerius; John ,San Diego, CA,22-Jun,2012
"8,691,513", Nasser; Noah ,San Marcos, CA,22-Jun,2012
"8,691,513", Sexton; Patrick ,Windsor," CO ,CA",22-Jun,2012
"4,595,598", De Luca; Robert D.,Pennington, NJ,       April 23,1984
"4,595,598", Forbes-Jones; Robin M.,Titusville," NJ ,CA",       April 23,1984
"4,978,616"," Dean, Jr.; Robert C.",Norwich, VT,       September 3,1987
"4,978,616", Grela; Peter V.,Windsor, VT,       September 3,1987
"4,978,616", Karkare; Subhash B.,Thousand Oaks, CA,       September 3,1987
"4,978,616"," Runstadler, Jr.; Peter W.",Hanover," NH ,CA",       September 3,1987
"4,818,691"," Dean, Jr.; Robert C.",Norwich, VT,       September 3,1987
"4,818,691", Grela; Peter V.,Windsor, VT,       September 3,1987
"4,818,691", Karkare; Subhash B.,Thousand Oaks, CA,       September 3,1987
"4,818,691"," Runstadler, Jr.; Peter W.",Hanover," NH ,CA",       September 3,1987
"5,064,964", DeCamp; Ann E.,North Plainfield, NJ,       April 9,1990
"5,064,964", King; Anthony O.,Colonia, NJ,       April 9,1990
"5,064,964", Volante; Ralph P.,Westfield," NJ ,CA",       April 9,1990
"5,650,523", DeCamp; Ann E.,Plainfield, NJ,       May 6,1991
"5,650,523", Kawaguchi; Alan T.,Berkeley Heights, NJ,       May 6,1991
"5,650,523", Volante; Ralph P.,East Windsor,CA,       May 6,1991
"4,220,505", Deem; Calvin K.,Tulsa," OK ,CA",       December 6,1978
"8,686,096", Deetz; Martin John ,Horsham, PA,15-Sep,2006
"8,686,096", Jiang; Biwang ,Warrington, PA,15-Sep,2006
"8,686,096", Wu; Jiun-Chen ,West Windsor,CA,15-Sep,2006
"10,143,555", DeFelice; Scott ,Holyoke, MA,31-Jul,2015
"10,143,555", DeCarmine; Anthony ,Lebanon," CT ,CA",31-Jul,2015
"8,148,605", DeFrees; Shawn ,North Wales, PA,       April 19,2007
"8,148,605", Schwartz; Marc F.,Hatboro," PA ,CA",       April 19,2007
"4,956,492", Dekraker; Abraham R.,Sarnia, CA,       December 19,1986
"4,956,492", Martella; David J.,Plainsboro," NJ ,CA",       December 19,1986
"4,670,130", Dekraker; Abraham R.,Sarnia, CA,       March 14,1984
"4,670,130", Martella; David J.,Plainsboro," NJ ,CA",       March 14,1984
"4,950,382", Dekraker; Abraham R.,Sarnia, CA,       December 19,1986
"4,950,382", Martella; David J.,Plainsboro," NJ ,CA",       December 19,1986
"4,624,776", Dekraker; Abraham R.,Sarnia, CA,       March 14,1984
"4,624,776", Martella; David J.,Plainsboro," NJ ,CA",       March 14,1984
"10,061,065", Delst; Cornelis Jan ,Fairfax, CA,18-Nov,2014
"10,061,065", Witzman; Matthew R.,Windsor, CA,18-Nov,2014
"10,061,065", Kohlmann; Paul T.,Windsor, CA,18-Nov,2014
"10,061,065", Markantes; Charles T.,Santa Rosa," CA ,CA",18-Nov,2014
"10,041,171", Delst; Cornelis Jan ,Fairfax, CA,18-Nov,2014
"10,041,171", Witzman; Matthew R.,Windsor, CA,18-Nov,2014
"10,041,171", Kohlmann; Paul T.,Windsor, CA,18-Nov,2014
"10,041,171", Markantes; Charles T.,Santa Rosa," CA ,CA",18-Nov,2014
"4,681,538", DeLuca; Robert D.,Pennington, NJ,       December 9,1985
"4,681,538", Forbes-Jones; Robin M.,Titusville," NJ ,CA",       December 9,1985
"4,623,704", Dembicki; Dennis R.,Fort Saskatchewan, CA,       November 8,1985
"4,623,704", Coan; Frederick L.,Pittsburg, CA,       November 8,1985
"4,623,704", Glassford; Craig L.,Sarnia, CA,       November 8,1985
"4,623,704", Overman; Dana C.,Pleasant Hill," CA ,CA",       November 8,1985
"4,492,777"," Denton, Jr.; Robert K.",Allentown, NJ,       November 26,1982
"4,492,777", Kumar; Narayan G.,Freehold," NJ ,CA",       November 26,1982
"9,963,392", Deo; Omkar ,Piscataway, NJ,20-Aug,2014
"9,963,392", Vuong; David ,Piscataway, NJ,20-Aug,2014
"9,963,392", Ravikumar; Deepak ,Piscataway, NJ,20-Aug,2014
"9,963,392", Sahu; Sadananda ,Cleveland, OH,20-Aug,2014
"9,963,392", Atakan; Vahit ,West Windsor,CA,20-Aug,2014
"4,855,337", Dequatre; Claude ,Bischheim, FR,       May 23,1986
"4,855,337", Blanpain; Peter R. J.,Reichstett, FR,       May 23,1986
"4,855,337", Longuet; Michel ,Sarnia," CA ,CA",       May 23,1986
"6,262,130", Derian; Paul-Joel ,Plainsboro, NJ,       November 23,1999
"6,262,130", Gao; Tao ,Monmouth Junction, NJ,       November 23,1999
"6,262,130", Herve; Pascal Jean-Claude ,Princeton Junction," NJ ,CA",       November 23,1999
"5,399,186", Derrah; Russell ,Oakville, CA,       November 16,1992
"5,399,186", Quadir; Sayeeda ,Etobicoke, CA,       November 16,1992
"5,399,186"," Shirley, Jr.; Arthur R.",Florence, AL,       November 16,1992
"5,399,186", Cochran; Keith D.,Florence, AL,       November 16,1992
"5,399,186", Lynch; Terence B.,London, CA,       November 16,1992
"5,399,186", Tulimowski; Zdzislaw M.,Sarnia," CA ,CA",       November 16,1992
"5,861,111", Dershem; Stephen M.,San Diego," CA ,CA",       July 19,1996
"5,969,036", Dershem; Stephen M.,San Diego," CA ,CA",       June 20,1997
"6,121,358", Dershem; Stephen M.,San Diego, CA,       September 22,1997
"6,121,358"," Osuna, Jr.; Jose A.",San Diego," CA ,CA",       September 22,1997
"6,034,195", Dershem; Stephen M.,San Diego, CA,       June 2,1995
"6,034,195", Patterson; Dennis B.,La Jolla, CA,       June 2,1995
"6,034,195"," Osuna, Jr.; Jose A.",San Diego," CA ,CA",       June 2,1995
"4,914,220", Desmond; Richard ,Metuchen, NJ,       February 27,1989
"4,914,220", Mills; Sander G.,Woodbridge, NJ,       February 27,1989
"4,914,220", Volante; Ralph P.,Westfield," NJ ,CA",       February 27,1989
"4,871,873", Desmond; Richard ,Metuchen, NJ,       March 18,1988
"4,871,873", Mills; Sander G.,Woodbridge, NJ,       March 18,1988
"4,871,873", Volante; Ralph P.,Westfield," NJ ,CA",       March 18,1988
"3,932,334", Deuzeman; Hendrik H. J.,Sarnia," ON/A, CA",21-Mar,1974
"3,932,334", Lumley; Norman ,Sarnia," ON/A, CA",21-Mar,1974
"3,932,334", Santos; Ruben A.,Sarnia," ON/A, CA ,CA",21-Mar,1974
"RE30,375", Deuzeman; Hendrik H. J.,Watford, CA,       January 12,1978
"RE30,375", Lumley; Norman ,Sarnia, CA,       January 12,1978
"RE30,375", Santos; Ruben A.,Sarnia," CA ,CA",       January 12,1978
"9,725,443", Dhar; T. G.,Newtown, PA,18-Sep,2014
"9,725,443", Duan; Jingwu ,Yardley, PA,18-Sep,2014
"9,725,443", Gong; Hua ,Newtown, PA,18-Sep,2014
"9,725,443", Jiang; Bin ,Bryn Mawr, PA,18-Sep,2014
"9,725,443", Lu; Zhonghui ,King of Prussia, PA,18-Sep,2014
"9,725,443", Weinstein; David S.,East Windsor,CA,18-Sep,2014
"9,663,469", Dhar; T. G.,Newtown, PA,08-Sep,2014
"9,663,469", Duan; Jingwu ,Yardley, PA,08-Sep,2014
"9,663,469", Gong; Hua ,Newtown, PA,08-Sep,2014
"9,663,469", Jiang; Bin ,Bryn Mawr, PA,08-Sep,2014
"9,663,469", Lu; Zhonghui ,King of Prussia, PA,08-Sep,2014
"9,663,469", Weinstein; David S.,East Windsor,CA,08-Sep,2014
"6,590,019", Dheret; Cecile ,Abbots Langley, GB,       May 4,2001
"6,590,019", Hayes; Patrick J.,Caledon East, CA,       May 4,2001
"6,590,019", Smith; Samantha J.,Windsor, GB,       May 4,2001
"6,590,019", Bladon; Sarah L.,Burton on Trent, GB,       May 4,2001
"6,590,019", Harrington; John ,Chester, NJ,       May 4,2001
"6,590,019", Sardina; Melissa ,Piscataway," NJ ,CA",       May 4,2001
"10,245,597", Didden; Francis K.,Wallingford, CT,01-Apr,2013
"10,245,597", Kersey; Alan D.,South Glastonbury, CT,01-Apr,2013
"10,245,597", Davis; Michael A.,Glastonbury, CT,01-Apr,2013
"10,245,597", Rothman; Paul J.,Windsor, CT,01-Apr,2013
"10,245,597", Fernald; Mark R.,Enfield, CT,01-Apr,2013
"10,245,597", O'Keefe; Christian V.,Durham, CT,01-Apr,2013
"10,245,597", Adamson; Douglas H.,Mansfield Center," CT ,CA",01-Apr,2013
"8,747,664", Dier; Christopher ,Windsor," GB ,CA",13-Nov,2007
"6,017,933", Dimmock; Jonathan R.,Saskatoon, CA,       January 28,1999
"6,017,933", Manavathu; Elias K.,Windsor," CA ,CA",       January 28,1999
"8,785,634", Ding; Fa-Xiang ,Staten Island, NY,21-Apr,2011
"8,785,634", Jiang; JinLong ,Scotch Plains, NJ,21-Apr,2011
"8,785,634", Shen; Dong-Ming ,Edison, NJ,21-Apr,2011
"8,785,634", Shen; Hong ,Monmouth Junction," NJ ,CA",21-Apr,2011
"7,683,070", Ding; Ping ,Lawrenceville, NJ,       October 17,2007
"7,683,070"," Henrie, II; Robert N.",Pennington, NJ,       October 17,2007
"7,683,070", Cohen; Daniel H.,Princeton, NJ,       October 17,2007
"7,683,070", Lyga; John W.,Basking Ridge, NJ,       October 17,2007
"7,683,070", Rosen; David S.,Kendall Park, NJ,       October 17,2007
"7,683,070", Theodoridis; George ,Princeton, NJ,       October 17,2007
"7,683,070", Zhang; Qun ,Princeton, NJ,       October 17,2007
"7,683,070", Yeager; Walter H.,Yardley, PA,       October 17,2007
"7,683,070", Donovan; Stephen F.,Revere, PA,       October 17,2007
"7,683,070", Zhang; Stephen Shunxiang ,Plainsboro, NJ,       October 17,2007
"7,683,070", Shulman; Inna ,Langhorne, PA,       October 17,2007
"7,683,070", Yu; Seong Jae ,Pennington, NJ,       October 17,2007
"7,683,070", Wang; Guozhi ,Freshmeadow, NJ,       October 17,2007
"7,683,070", Zhang; Y.,Kendall Park, NJ,       October 17,2007
"7,683,070", Gopalsamy; Ariamala ,Mahwah, NJ,       October 17,2007
"7,683,070", Silverman; Ian R.,Moorestown, NJ,       October 17,2007
"7,683,070", Cullen; Thomas G.,Milltown," NJ ,CA",       October 17,2007
"7,365,082", Ding; Ping ,Lawrenceville, NJ,       December 8,2003
"7,365,082"," Henrie, II; Robert N.",Pennington, NJ,       December 8,2003
"7,365,082", Cohen; Daniel H.,Princeton, NJ,       December 8,2003
"7,365,082", Lyga; John W.,Basking Ridge, NJ,       December 8,2003
"7,365,082", Rosen; David S.,Kendall Park, NJ,       December 8,2003
"7,365,082", Theodoridis; George ,Princeton, NJ,       December 8,2003
"7,365,082", Zhang; Qun ,Princeton, NJ,       December 8,2003
"7,365,082", Yeager; Walter H.,Yardley, PA,       December 8,2003
"7,365,082", Donovan; Stephen F.,Revere, PA,       December 8,2003
"7,365,082", Zhang; Steven Shunxiang ,Plainsboro, NJ,       December 8,2003
"7,365,082", Shulman; Inna ,Langhorne, PA,       December 8,2003
"7,365,082", Yu; Seong Jae ,Pennington, NJ,       December 8,2003
"7,365,082", Wang; Guozhi ,Freshmeadow, NJ,       December 8,2003
"7,365,082", Zhang; Y.,Kendall Park, NJ,       December 8,2003
"7,365,082", Gopalsamy; Ariamala ,Mahwah, NJ,       December 8,2003
"7,365,082", Silverman; Ian R.,Moorestown, NJ,       December 8,2003
"7,365,082", Cullen; Thomas G.,Milltown," NJ ,CA",       December 8,2003
"7,300,946", Ding; Ping ,Lawrenceville, NJ,       December 8,2003
"7,300,946"," Henrie, II; Robert N.",Pennington, NJ,       December 8,2003
"7,300,946", Cohen; Daniel H.,Princeton, NJ,       December 8,2003
"7,300,946", Lyga; John W.,Basking Ridge, NJ,       December 8,2003
"7,300,946", Rosen; David S.,Kendall Park, NJ,       December 8,2003
"7,300,946", Theodoridis; George ,Princeton, NJ,       December 8,2003
"7,300,946", Zhang; Qun ,Princeton, NJ,       December 8,2003
"7,300,946", Yeager; Walter H.,Yardley, PA,       December 8,2003
"7,300,946", Donovan; Stephen F.,Revere, PA,       December 8,2003
"7,300,946", Zhang; Steven Shunxiang ,Plainsboro, NJ,       December 8,2003
"7,300,946", Shulman; Inna ,Langhorne, PA,       December 8,2003
"7,300,946", Yu; Seong Jae ,Pennington, NJ,       December 8,2003
"7,300,946", Wang; Guozhi ,Freshmeadow, NJ,       December 8,2003
"7,300,946", Zhang; Y.,Kendall Park, NJ,       December 8,2003
"7,300,946", Gopalsamy; Ariamala ,Mahwah, NJ,       December 8,2003
"7,300,946", Silverman; Ian R.,Morrestown, NJ,       December 8,2003
"7,300,946", Cullen; Thomas G.,Milltown," NJ ,CA",       December 8,2003
"10,138,561", Ding; Zhongfen ,South WindsorCT, CT,06-Jun,2016
"10,138,561", Zafiris; Georgios S.,Glastonbury, CT,06-Jun,2016
"10,138,561", van Hassel; Bart Antonie ,Weatogue, CT,06-Jun,2016
"10,138,561", Fotache; Catalin G.,West Hartford," CT ,CA",06-Jun,2016
"10,023,963", Ding; Zhongfen ,South WindsorCT, CT,06-Jun,2016
"10,023,963", Zafiris; Georgios S ,Glastonbury, CT,06-Jun,2016
"10,023,963", Zhang; Weilong ,Glastonbury, CT,06-Jun,2016
"10,023,963", Kryzman; Michael A ,West Hartford, CT,06-Jun,2016
"10,023,963", Fotache; Catalin G ,West Hartford, CT,06-Jun,2016
"10,023,963", Jaworowski; Mark R ,Glastonbury," CT ,CA",06-Jun,2016
"10,005,919", Ding; Zhongfen ,South WindsorCT, CT,06-Jun,2016
"10,005,919", Zafiris; Georgios S ,Glastonbury, CT,06-Jun,2016
"10,005,919", Zhang; Weilong ,Glastonbury, CT,06-Jun,2016
"10,005,919", Kryzman; Michael A ,West Hartford, CT,06-Jun,2016
"10,005,919", Fotache; Catalin G ,West Hartford, CT,06-Jun,2016
"10,005,919", Jaworowski; Mark R ,Glastonbury," CT ,CA",06-Jun,2016
"5,034,385", DiNinno; Frank P.,Old Bridge, NJ,       June 26,1990
"5,034,385", Salzmann; Thomas N.,North Plainfield, NJ,       June 26,1990
"5,034,385", Shih; David H.,West Windsor,CA,       June 26,1990
"8,809,240", Dino; David ,Cranbury," NJ ,CA",13-Feb,2012
